Classe,Número,Link Processo,link,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES),Decisões,Data Andamento,Meio Processo,Indicador de  Processo em Tramitação,Relator Atual,Subgrupo Andamento Comissão,Ramo Direito Novo,Assuntos,Legislação,REQTE.(S)
ADC,45,ADC-45,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5030897,,,,,,12/8/2016,Eletrônico,Sim,MIN. ROBERTO BARROSO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAÇÕES  | MODALIDADE / LIMITE / DI,"0 - Lei Federal nº 8.666, de 1993, Art. 13, Inciso V1 - Lei Federal nº 8.666, de 1993, Art. 25, Inciso II",
ADC,46,ADC-46,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5048859,,,,,,9/9/2016,Eletrônico,Sim,MIN. CELSO DE MELLO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE1 - DIREITO TRIBUTÁRIO2 - DIREITO CIVIL | EMPRESAS | RECUPERAÇÃO JUDICIAL E FALÊNCIA",,
ADC,47,ADC-47,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5243843,,,,,,17/8/2017,Eletrônico,Não,MIN. RICARDO LEWANDOWSKI,Prevenção Relator,DIREITO ELEITORAL,"1 - DIREITO ELEITORAL | ELEIÇÕES | CARGOS |CARGO - GOVERNADOR2 - DIREITO ELEITORAL | ELEIÇÕES | CARGOS |CARGO - VICE-GOVERNADOR","1 - Constituição Estadual, Art. 52 - §§1º e 2º - AM",
ADC,48,ADC-48,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5245418,,,,,,21/8/2017,Eletrônico,Sim,MIN. ROBERTO BARROSO,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT","1 - Lei Federal nº 1142 de 2007 - Art. 1º, caput; art. 2º, §§ 1º e 2º; art. 4º, §§ 1º e 2º; e art. 5º, caput.",
ADC,49,ADC-49,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5257024,,,,,,5/9/2017,Eletrônico,Sim,MIN. EDSON FACHIN,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS","1 - Lei Complementar nº 87 de 1996 - Art. 11, § 3º, II; art. 12, I, no trecho ""ainda que para outro estabelecimento do mesmo titular""; e art. 13, § 4º.",
ADC,50,ADC-50,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5264802,,,,,,14/9/2017,Eletrônico,Sim,MIN. LUIZ FUX,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE","1 - Lei Federal nº 12651 de 2012 - Art. 68, caput e § 1º",
ADC,51,ADC-51,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5320379,,,,,,28/11/2017,Eletrônico,Sim,MIN. GILMAR MENDES,Normal,DIREITO INTERNACIONAL,0 - DIREITO INTERNACIONAL | COOPERAÇÃO INTERNACIONAL,"0 - Decreto nº 3810 de 20011 - Código de Processo Civil, Art. 237, Inciso II2 - Código de Processo Penal, Art. 7803 - Código de Processo Penal, Art. 783",
ADC,52,ADC-52,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5335598,,,,,,21/12/2017,Eletrônico,Não,MIN. CELSO DE MELLO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,"1 - Lei Orgânica do Distrito Federal, Art. 19, § 5º",
ADC,53,ADC-53,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5436051,,,,,,12/4/2018,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PENAL | PARTE GERAL | EXTINÇÃO DA PUNIBILIDADE | PRESCRIÇÃO","1 - Código Penal, Art. 117, § IV",
ADC,54,ADC-54,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5440576,,,,,,18/4/2018,Eletrônico,Sim,MIN. MARCO AURÉLIO,Prevenção Relator,DIREITO PROCESSUAL PENAL,"1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | PRISÃO DECORRENTE DE SENTENÇA CONDENATÓRIA2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS","1 - Código de Processo Penal, Art. 283 - ""REDAÇÃO DADA PELA LEI 12.403/2011""",
ADC,55,ADC-55,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5471945,,,,,,29/5/2018,Eletrônico,Sim,MIN. EDSON FACHIN,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO | DIREITO SINDICAL E QUESTÕES ANÁLOGAS | CONTRIBUIÇÃO SINDICAL","1 - Lei Federal nº 13467 de 2017, Art. 1º - No que concerne à nova redação dada aos artigos 545, 578,579, 582, 583, 587 e 602 da Consolidação das Leis do Trabalho.",
ADC,56,ADC-56,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5472003,,,,,,29/5/2018,Eletrônico,Não,MIN. DIAS TOFFOLI,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /","1 - Lei Estadual nº 7264 de 2000 - DO ESTADO DO MATO GROSSO2 - Emenda Constitucional nº 57 de 2008",
ADC,57,ADC-57,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5511026,,,,,,25/7/2018,Eletrônico,Sim,MIN. EDSON FACHIN,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT,"1 - Lei Federal nº 8987 de 1995, Art. 25, § 1º",
ADC,58,ADC-58,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5526245,,,,,,17/8/2018,Eletrônico,Sim,MIN. GILMAR MENDES,Prevenção Relator,DIREITO DO TRABALHO,"1 - DIREITO DO TRABALHO | REMUNERAÇÃO, VERBAS INDENIZATÓRIAS E BENEFÍCIOS2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | VALOR DA","1 - Lei Federal nº 13467 de 2017 - No que concerne à nova redação dada ao Art. 879, §7º e art. 899, §4º da Consolidação das leis do Trabalho2 - Lei Federal nº 8177 de 1991, Art. 39, § 1º",
ADC,59,ADC-59,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5534144,,,,,,28/8/2018,Eletrônico,Sim,MIN. GILMAR MENDES,Prevenção Relator,DIREITO DO TRABALHO,"1 - DIREITO DO TRABALHO | REMUNERAÇÃO, VERBAS INDENIZATÓRIAS E BENEFÍCIOS2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | VALOR DA","1 - Lei Federal nº 13467 de 2017 - No que concerne à nova redação dada ao Art. 879, §7º e art. 899, §4º da Consolidação das leis do Trabalho2 - Lei Federal nº 8177 de 1991, Art. 39, § 1º",
ADC,60,ADC-60,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5589797,,,,,,16/11/2018,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT","1 - Resolução nº 414 de 2010, Art. 2182 - Resolução nº 479 de 2012",
ADC,61,ADC-61,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5649690,,,,,,12/3/2019,Eletrônico,Sim,MIN. ROSA WEBER,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO NO DOMÍNIO ECONÔMICO | IMP","1 - Resolução nº 80 de 2013, Art. 1º - CAMEX2 - Resolução nº 13 de 2016, Art. 1º - CAMEX3 - Resolução nº 47 de 2017, Art. 1º - CAMEX",
ADC,62,ADC-62,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5654198,,,,,,18/3/2019,Eletrônico,Sim,MIN. RICARDO LEWANDOWSKI,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA","1 - Lei Federal nº 13467 de 2017, Art. 1º - No que concerne à norma do art. 702, I, f e §§ 3º e 4º da CLT.",
ADI,13,ADI-13,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1482887,,,,,,8/7/2003,Físico,Não,MIN. JOAQUIM BARBOSA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE,"1 - Lei Estadual nº 1.115,  de 1988, Art. 1º, § 5º - SC2 - Lei Estadual nº 1.115,  de 1988, Art. 3º, § 2º - SC3 - Lei Estadual nº 1.115,  de 1988, Art. 9º - SC4 - Lei Estadual nº 1.115,  de 1988, Art. 9º, parágrafo único - SC",
ADI,15,ADI-15,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1483376,,,,,,2/2/2001,Físico,Não,MIN. SEPÚLVEDA PERTENCE,Substituição,DIREITO TRIBUTÁRIO,1 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS,,
ADI,21,ADI-21,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1484970,,,,,,25/4/2002,Físico,Não,MIN. ILMAR GALVÃO,Substituição,SERVIDOR PÚBLICO,1 - SERVIDOR PÚBLICO | VENCIMENTOS | REAJUSTE - LEI 8.929/89 - PR,,
ADI,31,ADI-31,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1486415,,,,,,2/2/2001,Físico,Não,MIN. NELSON JOBIM,Substituição,ASSUNTO PARA PROCESSO ANTIGO,1 - ASSUNTO PARA PROCESSO ANTIGO |   | PROCESSO ANTIGO,,
ADI,45,ADI-45,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1487988,,,,,,27/6/2002,Físico,Não,MIN. GILMAR MENDES,Substituição,MINISTÉRIO PÚBLICO ESTADUAL,1 - MINISTÉRIO PÚBLICO ESTADUAL | VENCIMENTOS | LEI 9.730/88 ART. 15 E PARÁGRAFO ÚNICO - MG,,
ADI,46,ADI-46,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1487990,,,,,,4/6/2001,Físico,Não,MIN. CARLOS VELLOSO,Substituição,MINISTÉRIO PÚBLICO,"1 - MINISTÉRIO PÚBLICO | ESTADUAL | VENCIMENTOS - LEI 8222/82 - MG - ARTS. 94 E 98,V - LC 18/88 - MG ART",,
ADI,49,ADI-49,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1488252,,,,,,19/9/2001,Físico,Não,MIN. MAURÍCIO CORRÊA,Substituição,ASSUNTO PARA PROCESSO ANTIGO,1 - ASSUNTO PARA PROCESSO ANTIGO |   | PROCESSO ANTIGO,,
ADI,58,ADI-58,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1488875,,,,,,4/6/2001,Físico,Não,MIN. CARLOS VELLOSO,Substituição,ASSUNTO PARA PROCESSO ANTIGO,0 - ASSUNTO PARA PROCESSO ANTIGO |   | PROCESSO ANTIGO,,
ADI,62,ADI-62,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1488970,,,,,,4/9/2001,Físico,Não,MIN. NÉRI DA SILVEIRA,Substituição,ASSUNTO PARA PROCESSO ANTIGO,1 - ASSUNTO PARA PROCESSO ANTIGO |   | PROCESSO ANTIGO,,
ADI,64,ADI-64,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1488663,,,,,,2/4/2002,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,SERVIDOR PÚBLICO,"1 - SERVIDOR PÚBLICO | VENCIMENTOS | REAJUSTE - DATA-BASE - LEI 227/89 ART 4º, 5º - RO",,
ADI,64,ADI-64,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1488663,,,,,,24/6/2006,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,SERVIDOR PÚBLICO,"1 - SERVIDOR PÚBLICO | VENCIMENTOS | REAJUSTE - DATA-BASE - LEI 227/89 ART 4º, 5º - RO",,
ADI,71,ADI-71,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1490390,,,,,,16/10/2000,Físico,Não,MIN. NELSON JOBIM,Substituição,ASSUNTO PARA PROCESSO ANTIGO,1 - ASSUNTO PARA PROCESSO ANTIGO |   | PROCESSO ANTIGO,,
ADI,73,ADI-73,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1490553,,,,,,8/7/2003,Físico,Não,MIN. ROBERTO BARROSO,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | UNIDADE DE CONSERVAÇÃO,"1 - Decreto nº 29.762,  de 1989 - - SP",
ADI,73,ADI-73,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1490553,,,,,,26/6/2013,Físico,Não,MIN. ROBERTO BARROSO,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | UNIDADE DE CONSERVAÇÃO,"1 - Decreto nº 29.762,  de 1989 - - SP",
ADI,77,ADI-77,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1490854,,,,,,18/2/2002,Físico,Não,MIN. ELLEN GRACIE,Substituição,DIREITO TRIBUTÁRIO,1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURÍDICA | DEMONSTRAÇÕES FINANCEIRAS,,
ADI,80,ADI-80,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1490998,,,,,,26/6/2006,Físico,Não,MIN. CARLOS VELLOSO,Substituição,IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS,"1 - IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS | FATO GERADOR | LEI 10259/89 - PE ARTS 3,",,
ADI,92,ADI-92,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491573,,,,,,8/7/2003,Físico,Não,MIN. JOAQUIM BARBOSA,Substituição,PODER EXECUTIVO,1 - PODER EXECUTIVO | COMPETÊNCIA | INICIATIVA DE LEI - MATÉRIA TRIBUTÁRIA - ART. 16 §§ 1º E 2º DAS DCT,,
ADI,94,ADI-94,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491622,,,,,,26/6/2003,Físico,Não,MIN. GILMAR MENDES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,1 - Constituição Estadual - RO,
ADI,94,ADI-94,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491622,,,,,,24/4/2010,Físico,Não,MIN. GILMAR MENDES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,1 - Constituição Estadual - RO,
ADI,96,ADI-96,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491624,,,,,,4/3/2002,Físico,Não,MIN. SEPÚLVEDA PERTENCE,Substituição,PROCESSO LEGISLATIVO,1 - PROCESSO LEGISLATIVO | CONSTITUIÇÃO ESTADUAL | MAGISTRADO-MINISTÉRIO PÚBLICO-VENCIMENTOS-VINCULAÇÃO-,,
ADI,100,ADI-100,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491705,,,,,,16/4/2004,Físico,Não,MIN. ELLEN GRACIE,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REGIME ESTATU,,
ADI,102,ADI-102,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491727,,,,,,1/4/2002,Físico,Não,MIN. MAURÍCIO CORRÊA,Substituição,ESTADO-MEMBRO,"1 - ESTADO-MEMBRO | SECRETARIA ESTADUAL | LIMITE - CE/RO ART 263 - ADCT ART 19, ART 23 - RO",,
ADI,106,ADI-106,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491721,,,,,,19/3/2002,Físico,Não,MIN. CARLOS VELLOSO,Substituição,PROCESSO LEGISLATIVO,"1 - PROCESSO LEGISLATIVO | CONSTITUIÇÃO ESTADUAL | CE/RO ART 72, 73, 77, 177 E ADCT ART 30, 34 - RO",,
ADI,111,ADI-111,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491835,,,,,,23/11/2001,Físico,Não,MIN. CARLOS VELLOSO,Substituição,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | ASSEMBLÉIA LEGISLATIVA | CONVOCAÇÃO - GOVERNADOR - PRESTAR INFORMAÇÃO - CE/BA AR,,
ADI,113,ADI-113,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491856,,,,,,7/12/2001,Físico,Não,MIN. NELSON JOBIM,Substituição,ASSUNTO PARA PROCESSO ANTIGO,1 - ASSUNTO PARA PROCESSO ANTIGO |   | PROCESSO ANTIGO,,
ADI,114,ADI-114,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491859,,,,,,30/10/2001,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REGIME ESTATU2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PÚBLICO / EDITAL",,
ADI,114,ADI-114,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491859,,,,,,24/6/2006,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REGIME ESTATU2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PÚBLICO / EDITAL",,
ADI,119,ADI-119,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491878,,,,,,11/4/2002,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,1 - Constituição Estadual - RO,
ADI,119,ADI-119,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491878,,,,,,10/9/2007,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,1 - Constituição Estadual - RO,
ADI,119,ADI-119,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1491878,,,,,,23/10/2009,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,1 - Constituição Estadual - RO,
ADI,124,ADI-124,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492000,,,,,,8/7/2003,Físico,Não,MIN. JOAQUIM BARBOSA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC2 - DIREITO TRIBUTÁRIO","1 - Constituição Estadual de 1989, Art. 16, § 4º - SC2 - Ato das Disposições Constitucionais Transitórias de 1989, Art. 4º - SC",
ADI,125,ADI-125,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492002,,,,,,26/10/2001,Físico,Não,MIN. SEPÚLVEDA PERTENCE,Substituição,SERVIDOR PÚBLICO,"1 - SERVIDOR PÚBLICO | CONTRATO TEMPORÁRIO | ARTS. 6º, §3º E 15 ADCT - CE/SC",,
ADI,127,ADI-127,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492047,,,,,,25/4/2002,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Constituição Estadual - AL2 - Ato das Disposições Constitucionais Transitórias, Art. 40 - CE/AL",
ADI,127,ADI-127,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492047,,,,,,10/9/2007,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Constituição Estadual - AL2 - Ato das Disposições Constitucionais Transitórias, Art. 40 - CE/AL",
ADI,127,ADI-127,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492047,,,,,,26/10/2009,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Constituição Estadual - AL2 - Ato das Disposições Constitucionais Transitórias, Art. 40 - CE/AL",
ADI,128,ADI-128,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492049,,,,,,18/12/2000,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | FATO GERADOR/INCIDÊNCIA3 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | BASE DE CÁLCULO4 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | ALÍQUOTA","1 - Lei Estadual nº 5.077,  de 1989 - AL",
ADI,128,ADI-128,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1492049,,,,,,24/6/2006,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | FATO GERADOR/INCIDÊNCIA3 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | BASE DE CÁLCULO4 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | ALÍQUOTA","1 - Lei Estadual nº 5.077,  de 1989 - AL",
