Classe,Número,Link,Url,Relator Atual,Classificação STF,Meio Processo,Data Autuação,Legislação,Data Andamento Atual,Andamento Atual,Observação Andamento Atual,Data Localização Atual,Localização Atual,Sem nenhuma decisão,Indicador de Tutela Antecipada,Indicador de Tutela Provisória,Sem decisão final,Recurso interno pendente,Em mesa/pauta,Acórdão pendente de publicação,Procedência,Órgão Origem,Ramo Direito Novo,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADPF,647,ADPF-647,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5846267,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,23/1/2020,"1 - Decreto nº 3048 de 1999 - Decreto n° 3048 de 1999, art. 229, § 2º, da Inconstitucionalidade Direta.2 - Lei Federal nº 5172 de 1966 - Lei Federal nº 5172, de 25 de novembro de 1966, art. 116, parágrafo único; art. 142 e art. 149, IX. Interpretação Inconstitucional.3 - Lei Federal nº 8212 de 1991 - Lei Federal nº 8212 de 24 de Julho de 1991, art. 33.4 - Decreto-Lei nº 5452 de 1943 - Decreto Lei nº 5452 de 1943, art. 3º, do art. 4º e do art. 9º. (CLT)5 - Lei Federal nº 10593 de 2002 - Lei Federal nº 10593 de 2002, art. 6º, I.6 - Outros - Requer a consequente anulação dos autos de infração e autuações realizadas pelos auditores fiscais da Receita Federal em que se tenha reconhecido vínculo de emprego – ou tenha pressuposta a sua existência - e assim, desconsiderados atos ou negócios jurídicos legítimos, sem a manifestação prévia da Justiça do Trabalho, para fins de caracterização de “segurado empregado”, com subsequente cobrança e apuração de contribuição sociais, demais tributos e multas.",20/11/2020,Petição,"Amicus curiae - Petição: 99665 Data: 20/11/2020, às 23:01:43",8/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,646,ADPF-646,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5846265,MIN. DIAS TOFFOLI,Originária,Eletrônico,24/1/2020,"1 - Constituição Federal de 1988, Art. 37 - Com o objetivo de interpretar, conforme ao artigo 37, §12, da Constituição Federal, e apontar a constitucionalidade das emendas as constituições estatuais que fixaram o subteto único de desembargador para os servidores do poder executivo inclusive procuradores e professores, mesmo quando a respectiva emenda teve iniciativa de parlamentar, facultando aos municípios a mesma previsão nas suas leis orgânicas, nos termos do art. 5, §1º da Lei nº 9.882, de 1999.",6/10/2020,Conclusos ao(à) Relator(a),,10/9/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Não,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6308,ADI-6308,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5848538,MIN. ROBERTO BARROSO,Originária,Eletrônico,30/1/2020,"1 - Constituição Estadual - Constituição Estadual,  art. 113, §§ 3º, 3º-A, 4º, 6º, 7º, 8º e 9º, acrescidos pelas Emendas Constitucionais  nº 41/2014 e 61/20192 - Lei Estadual nº 1327 de 2019 - Lei Estadual nº 1327 de 2019,  art. 22, parágrafo único e  art. 24, §§ 1º, 2º, 3º, 4º, 5º e 6º, do Estado de Roraima.3 - Lei Estadual nº 1371 de 2020, Art. 8º - Lei Estadual nº 1371 de 2020, Art. 8º, do Estado de Roraima.",23/8/2020,Decorrido o prazo,CERTIDÃO DE DECURSO DE PRAZO,13/8/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6309,ADI-6309,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5848987,MIN. ROBERTO BARROSO,Originária,Eletrônico,31/1/2020,"1 - Emenda Constitucional nº 103 de 2019 - Emenda Constitucional nº 103 de 2019, art. 19, inciso I, art. 25, § 2º e art. 26,  § 2º, inciso IV.",22/10/2020,Petição,"Amicus curiae - Petição: 88967 Data: 22/10/2020, às 17:17:09",9/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6310,ADI-6310,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5849249,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,3/2/2020,1 - Resolução nº 305 de 2019 - Resolução nº 305 de 2019 - CNJ,30/9/2020,Petição,"Amicus curiae - Petição: 81074 Data: 30/09/2020, às 20:47:58",14/8/2020,GABINETE MINISTRO ALEXANDRE DE MORAES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6311,ADI-6311,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5849250,MIN. MARCO AURÉLIO,Originária,Eletrônico,3/2/2020,"1 - Lei Estadual nº 10995 de 2019 - Lei Estadual nº 10995 de 27 de maio de 2019, do Estado do Espírito Santo.",12/11/2020,Conclusos ao(à) Relator(a),"com parecer do PROCURADOR-GERAL DA REPÚBLICA pelo não conhecimento da ação por perda superveniente do objeto e, no mérito, pela procedência do pedido, a fim de ser declarada a inconstitucionalidade da Lei 10.995/2019 do Estado do Espírito Santo.",12/11/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,648,ADPF-648,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5849264,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,3/2/2020,"1 - Outros - A  o fim de reconhecer, com eficácia erga omnes e efeito vinculante, a inconstitucionalidade da interpretação adotada em reiteradas decisões da Justiça do Trabalho, que com base na Súmula 443 do TST, presumem discriminatórias dispensas de portadores de doenças graves e por conseguinte, seja reconhecida a inconstitucionalidade da Súmula 443 do TST;",14/7/2020,Petição,"Manifestação - Petição: 55025 Data: 14/07/2020, às 18:27:45",20/4/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO DO TRABALHO,Em tramitação,,,,,,,,
ADI,6312,ADI-6312,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5850253,MIN. ROBERTO BARROSO,Originária,Eletrônico,4/2/2020,"1 - Lei Estadual nº 15433 de 2019 - Lei Estadual nº 15433 de 2019, Art. 2º, DO ESTADO DO RIO GRANE DO SUL.",8/12/2020,Sustentação Oral,Sustentação Oral - PROCURADOR(ES): PROCURADOR-GERAL DE JUSTIÇA DO ESTADO DO RIO GRANDE DO SUL - recebida em 08/12/2020 14:31:58,23/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Sim,Sim,Não,RIO GRANDE DO SUL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6313,ADI-6313,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5850442,MIN. ROBERTO BARROSO,Originária,Eletrônico,4/2/2020,"1 - Resolução nº 780 de 2019, Art. 10 - Resolução nº 780 de 2019, art, 10, DO CONTRAN.",26/11/2020,Conclusos ao(à) Relator(a),,26/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,649,ADPF-649,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5850682,MIN. DIAS TOFFOLI,Originária,Eletrônico,5/2/2020,"1 - Convênio - Violação do direito de ação, principio da isonomia e principio da segurança jurídica, definir que a modulação dos efeitos da ADI 4171-DF não se aplica ao controle difuso as ações e, trâmite, devendo a declaração de inconstitucionalidade dos §§ 10 e 11 da Clausula Vigésima Primeira do Convênio CONFAZ ICMS 110/2007.2 - Convênio - Ter aplicações ex tunc para todos os contribuintes que ingressaram com ações antes do trânsito em julgado da referida ADI, por estar em consonância com a doutrina constitucional  e a doutrina constitucional e a jusrisprudência pacífica desta corte STF.",10/9/2020,Conclusos ao(à) Relator(a),,10/9/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Não,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADPF,650,ADPF-650,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5850929,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,6/2/2020,"1 - Constituição Federal de 1988 - Que seja declarado que as Guardas Municipais, quando instituídas, são órgãos integrantes da segurança pública, de modo a ser dada correta interpretação ao §8º do art. 144 da Constituição Federal.",9/12/2020,Negado seguimento,,9/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6316,ADI-6316,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5853442,MIN. ROBERTO BARROSO,Originária,Eletrônico,10/2/2020,"1 - Emenda Constitucional nº 95 de 2019 - Emenda Constitucional nº 95 de 2019, o art. 3º, § 1º,  CEARÁ",24/11/2020,Vista à PGR,,24/11/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,651,ADPF-651,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5853176,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,10/2/2020,"1 - Decreto nº 10224 de 2020 - que cria o Fundo Nacional do Meio Ambiental (FNMA) –, exclui a sociedade civil do conselho deliberativo do FNMA.",13/11/2020,Conclusos ao(à) Relator(a),com a petição 40043/2020 sem despacho.,13/11/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6317,ADI-6317,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5854147,MIN. EDSON FACHIN,Originária,Eletrônico,11/2/2020,"1 - Lei Estadual nº 17234 de 2020 - Lei Estadual nº 17234 de 2020, DO ESTADO DE SÃO PAULO.",21/10/2020,Conclusos ao(à) Relator(a),,9/10/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6319,ADI-6319,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5855990,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,13/2/2020,"1 - Lei Complementar nº 631 de 2019 - Lei Complementar nº 631 de 2019, art. 58, DO ESTADO DO MATO GROSSO.",9/11/2020,Conclusos ao(à) Relator(a),,7/8/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6321,ADI-6321,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5857293,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,14/2/2020,"1 - Lei Estadual nº 5652 de 1991 - Lei Estadual nº 5652 de 1991, arts. 1º, 2º, 3º, 4º e 5º, e artigo 48, IV, DO ESTADO DO PARÁ.",2/12/2020,Pauta publicada no DJE - Plenário,"PAUTA Nº 175/2020.  DJE nº 284, divulgado em 01/12/2020",30/11/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Não,Não,Não,Sim,Não,Sim,Não,PARÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6322,ADI-6322,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5858149,MIN. ROSA WEBER,Originária,Eletrônico,17/2/2020,"1 - Lei Estadual nº 8573 de 2019 - Lei Estadual nº 8573 de 2019,  do Estado do Rio de Janeiro.",3/8/2020,Conclusos ao(à) Relator(a),,3/8/2020,GABINETE MINISTRA ROSA WEBER,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6323,ADI-6323,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5858960,MIN. ROSA WEBER,Originária,Eletrônico,18/2/2020,"1 - Lei Estadual nº 17757 de 2019 - Lei Estadual nº 17757 de 17 de julho de 2019, do Estado de Santa Catarina.",21/5/2020,Conclusos ao(à) Relator(a),,20/4/2020,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6324,ADI-6324,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5859757,MIN. ROBERTO BARROSO,Originária,Eletrônico,19/2/2020,"1 - Resolução nº 125 de 2010 - Resolução nº 125 de 2010, Art. 11,  do Conselho Nacional de Justiça.",28/4/2020,Conclusos ao(à) Relator(a),,19/2/2020,GABINETE MINISTRO ROBERTO BARROSO,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6325,ADI-6325,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5861446,MIN. ROBERTO BARROSO,Originária,Eletrônico,21/2/2020,1 - Emenda Constitucional nº 77 de 2019 - Emenda Constitucional nº 77 de 2019 do Estado do Rio Grande do Sul.,2/12/2020,Petição,"Manifestação - Petição: 102939 Data: 02/12/2020, às 15:51:38",12/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Sim,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADC,69,ADC-69,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5862852,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,26/2/2020,"1 - Lei Complementar nº 101 de 2000 - ""Lei Complementar nº 101 de 2000"", art. 18, caput, e do art. 19, caput, § 1º e 2º.",27/8/2020,Conclusos ao(à) Relator(a),,14/7/2020,GABINETE MINISTRO ALEXANDRE DE MORAES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,656,ADPF-656,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5866860,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,3/3/2020,"1 - Portaria nº 43 de 2020 - Em face da Portaria do Ministério da Agricultura, Pecuária e Abastecimento/Secretaria de Defesa Agropecuária nº 43, de 21 de fevereiro de 2020, publicada em 27 de fevereiro de 2020, que, a pretexto de regulamentar a Lei de Liberdade Econômica (Lei nº 13.874/2019) no âmbito do Ministério, acabou criando um mecanismo de liberação tácita de agrotóxicos e de outros químicos extremamente perigosos à saúde humana e à saúde animal.",10/9/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,1/9/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6326,ADI-6326,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5869478,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,6/3/2020,"1 - Lei Estadual nº 14228 de 2020 - Lei Estadual nº 14228  de 7 de fevereiro de 2020, do Estado da Bahia.",9/12/2020,Petição,"PROCURADOR-GERAL DA REPÚBLICA - Petição: 105022 - Data: 09/12/2020, às 13:02:57, via Web Service MNI 2.2.2.",3/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6327,ADI-6327,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5870161,MIN. EDSON FACHIN,Originária,Eletrônico,8/3/2020,"1 - Lei Federal nº 8213 de 1991 - Lei Federal nº 8213 de 1991, Art. 71.2 - Consolidação das Leis do Trabalho - Consolidação das Leis do Trabalho, Art. 392, § 1º. (Decreto-Lei nº 5452 de 1943)",18/11/2020,Petição,"98572/2020 - 18/11/2020 - Of. n. 742/SGM/P/2020, Câmara dos Deputados - Presta informações.",3/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO DO TRABALHO,Em tramitação,,,,,,,,
ADPF,657,ADPF-657,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5870168,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,8/3/2020,"1 - Súmula nº 144 - Súmula nº 144, TST.2 - Resolução nº 203 de 2016 - Resolução nº 203 de 15 de março de 2016 - TST3 - Outros - Recomendação nº 3/GCGJT, de 24 de julho de 2018 - TST",10/3/2020,Conclusos ao(à) Relator(a),,10/3/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO DO TRABALHO,Em tramitação,,,,,,,,
ADI,6328,ADI-6328,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5871183,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,9/3/2020,"1 - Lei Complementar nº 25 de 1998 - Lei Complementar nº 25 de 1998, arts. 167-A, §§ 1º e 4º, e 169-A, §§ 1º e 2º - GOIÁS (inseridos pela Lei Complementar 113, de 30.12.2014).",12/6/2020,Conclusos ao(à) Relator(a),,12/6/2020,GABINETE MINISTRO ALEXANDRE DE MORAES,Sim,Não,Não,Sim,Não,Não,Não,GOIÁS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,658,ADPF-658,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5870470,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,9/3/2020,"1 - Portaria nº 43 de 2020 - Portaria nº 43 de 2020, DO MINISTÉRIO DA AGRICULTURA. PECUÁRIA E ABASTECIMENTO.",10/9/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,9/9/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6329,ADI-6329,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5871353,MIN. MARCO AURÉLIO,Originária,Eletrônico,10/3/2020,"1 - Lei Estadual nº 11087 de 2020 - Lei Estadual nº 11087 de 2020, arts. 1º, 2º e 3º, do Estado do Mato Grosso.",7/10/2020,Juntada de AR,ref. ao Ofício 460/R.,24/6/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6331,ADI-6331,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5872124,MIN. ROSA WEBER,Originária,Eletrônico,10/3/2020,"1 - Constituição Estadual - Constituição Estadual art. 81-A,  § 1º, in fine e o § 3º,  do Estado de Pernambuco.",27/5/2020,Conclusos ao(à) Relator(a),,27/5/2020,GABINETE MINISTRA ROSA WEBER,Sim,Não,Não,Sim,Não,Não,Não,PERNAMBUCO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6332,ADI-6332,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5875017,MIN. EDSON FACHIN,Originária,Eletrônico,13/3/2020,"1 - Emenda Constitucional nº 24 de 2008 - Emenda Constitucional nº 24 de 2008, DO ESTADO DO PARANÁ.2 - Constituição Estadual - Constituição Estadual - Art. 210-A, §3º, DO ESTADO DO PARANÁ.",16/3/2020,Conclusos ao(à) Relator(a),,16/3/2020,GABINETE MINISTRO EDSON FACHIN,Sim,Não,Não,Sim,Não,Não,Não,PARANÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6333,ADI-6333,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5875640,MIN. GILMAR MENDES,Originária,Eletrônico,16/3/2020,"1 - Lei Estadual nº 16559 de 2019 - Lei Estadual nº 16559 de 2019, art. 35, II, §1º, V, §2º e §3º, DO ESTADO DE PERNAMBUCO.",22/7/2020,Conclusos ao(à) Relator(a),,22/7/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,PERNAMBUCO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6334,ADI-6334,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5877662,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,18/3/2020,"1 - Lei Federal nº 12965 de 2014 - Lei Federal nº 12965 de 2014 art. 2º, V, 3º, I e VIII, e 5º, VII2 - Lei Federal nº 13874 de 2019 - Lei Federal nº 13874 de 2019 art. 3º, I, II, III, IV e VI",4/12/2020,Conclusos ao(à) Relator(a),,4/12/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6335,ADI-6335,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5877790,MIN. ROBERTO BARROSO,Originária,Eletrônico,18/3/2020,"1 - Lei Complementar nº 730 de 2018, Art. 1º - Lei Complementar Estadual de Santa Catarina 730 de 21 de dezembro 2018 art. 1º",3/8/2020,Vista à PGR,,3/8/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6336,ADI-6336,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5877943,MIN. EDSON FACHIN,Originária,Eletrônico,18/3/2020,"1 - Emenda Constitucional nº 103 de 2019 - Emenda Constitucional nº 103 de 2019, Art. 35, Inciso I, Alínea a.",26/11/2020,Petição,"Amicus curiae - Petição: 101300 Data: 26/11/2020, às 18:12:22",12/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6338,ADI-6338,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5879329,MIN. ROSA WEBER,Originária,Eletrônico,20/3/2020,"1 - Lei Federal nº 9504 de 1997, Art. 10, § 3º - Lei Federal nº 9.504 de 30 de setembro de 1997 art. 10, § 3º quando combinado com a Lei Complementar nº 64 de 18 de maio de 1990 art. 22, XIV",25/11/2020,Conclusos ao(à) Relator(a),,25/11/2020,GABINETE MINISTRA ROSA WEBER,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6339,ADI-6339,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5879362,MIN. ROBERTO BARROSO,Originária,Eletrônico,20/3/2020,"1 - Lei Complementar nº 48 de 2019 - Lei Complementar nº 48 de 10 de junho de 2019 do Estado da Bahia art. 1º, 2º, 3º, 4º, 5º, I, 8º, I, II, §1º, 2º, 3º, 9º, VII, 15 e 16",21/9/2020,Petição,"Amicus curiae - Petição: 77392 Data: 21/09/2020, às 21:21:39",29/7/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,BAHIA,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
